Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA
101306,Medical,Junior,3.73,15.51,Copywriting/Drafting,Intermediate,3,FALSE,4.28,2,Allowed_With_Citation,2,3.937
101307,Business,Senior,3.908,1.66,Ideation,Intermediate,3,TRUE,5.78,1,Actively_Encouraged,5,3.945
101308,Arts,Sophomore,2.937,1.86,Debugging/Troubleshooting,Intermediate,2,TRUE,21.03,1,Strict_Ban,4,3.283
101309,Humanities,Freshman,3.198,2.45,Copywriting/Drafting,Beginner,3,FALSE,8.07,3,Allowed_With_Citation,5,3.52
101310,Arts,Freshman,3.74,0.01,Debugging/Troubleshooting,Intermediate,1,FALSE,17.38,2,Strict_Ban,6,3.979
101311,STEM,Junior,2.17,4.61,Ideation,Intermediate,5,TRUE,13.83,3,Strict_Ban,5,2.426
101312,Medical,Sophomore,3.133,2.07,Summarizing_Reading,Beginner,2,FALSE,14.5,3,Actively_Encouraged,4,3.213
101313,Business,Freshman,3.188,10.61,Ideation,Intermediate,2,FALSE,11.08,3,Allowed_With_Citation,1,3.233
101314,Arts,Senior,3.724,2.89,Direct_Answer_Generation,Beginner,2,FALSE,20.87,2,Allowed_With_Citation,6,4
101315,Humanities,Sophomore,3.322,2.22,Copywriting/Drafting,Beginner,2,FALSE,11.86,3,Allowed_With_Citation,3,3.308
101316,Business,Sophomore,3.178,1.33,Copywriting/Drafting,Intermediate,1,FALSE,13.49,4,Allowed_With_Citation,6,3.403
101317,Business,Senior,3.828,2.61,Ideation,Intermediate,5,FALSE,11.35,2,Strict_Ban,3,4
101318,Business,Junior,1.784,1.33,Direct_Answer_Generation,Beginner,2,TRUE,15.13,4,Strict_Ban,5,2.016
101319,STEM,Senior,2.647,8.65,Summarizing_Reading,Beginner,2,TRUE,19.31,4,Actively_Encouraged,2,2.952
101320,STEM,Freshman,3.221,14.9,Copywriting/Drafting,Advanced,3,FALSE,15.53,4,Allowed_With_Citation,3,3.647
101321,STEM,Freshman,3.41,5.16,Debugging/Troubleshooting,Advanced,3,FALSE,10.41,1,Allowed_With_Citation,5,3.578
101322,STEM,Junior,3.712,6.25,Copywriting/Drafting,Advanced,3,FALSE,7.8,2,Actively_Encouraged,5,3.63
101323,Medical,Graduate,2.849,5.83,Summarizing_Reading,Beginner,2,TRUE,5.17,3,Strict_Ban,4,2.887
101324,STEM,Sophomore,3.858,14.37,Summarizing_Reading,Advanced,3,FALSE,20.22,5,Actively_Encouraged,4,4
101325,Medical,Senior,3.763,10.28,Ideation,Intermediate,1,TRUE,19.01,5,Actively_Encouraged,2,3.893
101326,Humanities,Freshman,1.834,4.44,Debugging/Troubleshooting,Intermediate,4,FALSE,15.45,2,Allowed_With_Citation,1,2.057
101327,STEM,Sophomore,1.959,24.99,Copywriting/Drafting,Intermediate,3,FALSE,21.21,7,Actively_Encouraged,2,2.452
101328,Arts,Freshman,2.622,2.93,Copywriting/Drafting,Intermediate,3,FALSE,3.13,3,Actively_Encouraged,5,2.896
101329,Business,Graduate,2.438,0.97,Ideation,Intermediate,1,FALSE,8.17,3,Actively_Encouraged,2,2.543
101330,Humanities,Sophomore,2.8,7.94,Debugging/Troubleshooting,Advanced,3,FALSE,4.73,4,Actively_Encouraged,2,3.17
101331,Business,Sophomore,3.261,13.62,Ideation,Beginner,2,TRUE,14.63,3,Allowed_With_Citation,5,3.427
101332,Business,Senior,3.108,0.87,Copywriting/Drafting,Intermediate,1,FALSE,18.93,4,Allowed_With_Citation,5,3.444
101333,STEM,Freshman,2.011,9.62,Copywriting/Drafting,Intermediate,1,FALSE,4.81,2,Allowed_With_Citation,6,2.18
101334,Medical,Sophomore,2.494,0.59,Ideation,Advanced,5,FALSE,10.83,2,Allowed_With_Citation,4,2.827
101335,Medical,Freshman,3.211,1.7,Direct_Answer_Generation,Intermediate,3,TRUE,17.76,3,Allowed_With_Citation,2,3.386
101336,Business,Graduate,3.069,40,Ideation,Beginner,2,TRUE,5.18,6,Actively_Encouraged,2,3.181
101337,STEM,Sophomore,2.727,1.52,Copywriting/Drafting,Beginner,3,TRUE,8.04,2,Strict_Ban,3,2.629
101338,Business,Graduate,3.521,0.95,Ideation,Intermediate,2,FALSE,14.67,3,Allowed_With_Citation,3,3.544
101339,STEM,Freshman,3.385,20.63,Debugging/Troubleshooting,Intermediate,3,FALSE,9.24,6,Allowed_With_Citation,8,3.479
101340,STEM,Freshman,3.014,0.98,Copywriting/Drafting,Intermediate,3,FALSE,8.89,4,Allowed_With_Citation,4,3.217
101341,STEM,Graduate,3.315,34.11,Copywriting/Drafting,Beginner,3,FALSE,16.45,10,Allowed_With_Citation,10,3.488
101342,Humanities,Junior,2.158,3.13,Debugging/Troubleshooting,Intermediate,3,FALSE,11.91,1,Allowed_With_Citation,4,2.315
101343,Arts,Sophomore,3.453,1.09,Copywriting/Drafting,Beginner,2,TRUE,18.15,3,Strict_Ban,3,3.883
101344,Business,Junior,3.783,3.73,Ideation,Advanced,5,FALSE,11.38,2,Allowed_With_Citation,3,3.769
101345,Business,Sophomore,3.45,1.68,Ideation,Intermediate,2,FALSE,13.9,2,Strict_Ban,6,3.578
101346,Humanities,Junior,3.446,0.79,Summarizing_Reading,Intermediate,4,FALSE,12.85,4,Allowed_With_Citation,6,3.557
101347,Humanities,Junior,3.103,6.26,Copywriting/Drafting,Advanced,4,FALSE,11.38,3,Allowed_With_Citation,1,3.309
101348,Humanities,Freshman,2.502,12.1,Ideation,Beginner,3,TRUE,18.77,1,Allowed_With_Citation,3,2.599
101349,Medical,Graduate,3.65,2.75,Debugging/Troubleshooting,Beginner,1,FALSE,1,3,Strict_Ban,6,3.588
101350,STEM,Junior,2.66,2.87,Direct_Answer_Generation,Intermediate,3,TRUE,11.86,1,Allowed_With_Citation,5,2.902
101351,Arts,Freshman,3.786,18.23,Direct_Answer_Generation,Advanced,3,TRUE,4.49,4,Allowed_With_Citation,3,3.378
101352,Business,Sophomore,3.38,11.5,Ideation,Beginner,1,FALSE,4.18,2,Allowed_With_Citation,1,3.4
101353,Humanities,Graduate,3.803,3.51,Copywriting/Drafting,Beginner,1,FALSE,7.67,5,Allowed_With_Citation,5,3.933
101354,Business,Sophomore,2.348,9.49,Summarizing_Reading,Intermediate,3,TRUE,15.4,6,Actively_Encouraged,6,2.381
101355,Humanities,Junior,3.181,5.22,Copywriting/Drafting,Beginner,1,FALSE,10.79,1,Allowed_With_Citation,3,3.301
101356,Medical,Graduate,2.395,7.76,Summarizing_Reading,Beginner,2,FALSE,3.45,3,Strict_Ban,2,2.581
101357,Medical,Senior,2.585,0.43,Summarizing_Reading,Beginner,2,FALSE,14.79,3,Allowed_With_Citation,4,2.811
101358,Humanities,Senior,3.577,6.71,Copywriting/Drafting,Advanced,5,FALSE,9.29,5,Allowed_With_Citation,1,3.607
101359,STEM,Sophomore,3.85,21.67,Copywriting/Drafting,Beginner,1,TRUE,6.89,3,Actively_Encouraged,5,3.775
101360,Business,Senior,3.11,0.01,Debugging/Troubleshooting,Beginner,1,TRUE,12.69,1,Allowed_With_Citation,1,3.317
101361,Medical,Sophomore,3.773,23.14,Ideation,Advanced,3,TRUE,10.77,8,Actively_Encouraged,7,3.884
101362,STEM,Graduate,3.64,23.74,Direct_Answer_Generation,Beginner,3,TRUE,6.78,8,Allowed_With_Citation,7,3.798
101363,Business,Freshman,3.008,11.59,Ideation,Intermediate,2,TRUE,11.15,5,Allowed_With_Citation,5,3.173
101364,Business,Sophomore,2.837,5.98,Copywriting/Drafting,Beginner,1,FALSE,8.6,2,Actively_Encouraged,2,2.938
101365,Business,Freshman,2.445,9.66,Ideation,Intermediate,2,FALSE,7.75,5,Actively_Encouraged,9,2.642
101366,STEM,Sophomore,2.741,1.3,Debugging/Troubleshooting,Intermediate,2,FALSE,20.88,1,Actively_Encouraged,1,2.883
101367,Business,Freshman,2.949,18.77,Summarizing_Reading,Beginner,2,FALSE,7.39,5,Allowed_With_Citation,4,3.089
101368,Medical,Senior,3.72,2.07,Summarizing_Reading,Advanced,5,FALSE,1,2,Strict_Ban,4,3.521
101369,STEM,Graduate,3.668,11.54,Ideation,Advanced,3,TRUE,9.37,3,Allowed_With_Citation,5,4
101370,STEM,Senior,3.299,4.5,Debugging/Troubleshooting,Advanced,5,FALSE,12.41,3,Actively_Encouraged,5,3.896
101371,Medical,Freshman,3.249,5.02,Debugging/Troubleshooting,Intermediate,5,FALSE,4.8,3,Strict_Ban,3,3.372
101372,STEM,Sophomore,3.29,40,Direct_Answer_Generation,Advanced,4,FALSE,3.8,7,Allowed_With_Citation,7,2.835
101373,Arts,Graduate,2.533,7.06,Debugging/Troubleshooting,Advanced,4,FALSE,15.4,4,Strict_Ban,6,3.07
101374,Humanities,Freshman,2.765,6.69,Copywriting/Drafting,Intermediate,3,TRUE,8.34,4,Actively_Encouraged,4,2.796
101375,STEM,Junior,3.826,19.29,Debugging/Troubleshooting,Beginner,3,TRUE,13.32,5,Actively_Encouraged,8,3.942
101376,Medical,Sophomore,3.706,5.03,Debugging/Troubleshooting,Intermediate,3,TRUE,16.52,3,Strict_Ban,2,3.753
101377,Humanities,Graduate,3.235,8.11,Direct_Answer_Generation,Beginner,3,TRUE,13.7,5,Allowed_With_Citation,5,3.395
101378,Business,Sophomore,2.277,6.73,Direct_Answer_Generation,Advanced,4,FALSE,11.82,3,Allowed_With_Citation,1,2.447
101379,Humanities,Freshman,3.592,5.04,Ideation,Beginner,2,FALSE,8.82,3,Allowed_With_Citation,5,3.795
101380,Business,Senior,2.818,6.42,Debugging/Troubleshooting,Intermediate,1,TRUE,5.5,3,Allowed_With_Citation,2,3.023
101381,STEM,Sophomore,3.108,10.44,Summarizing_Reading,Beginner,2,FALSE,15.62,3,Actively_Encouraged,3,3.291
101382,Humanities,Senior,2.649,2.34,Direct_Answer_Generation,Beginner,1,FALSE,12.42,3,Strict_Ban,7,2.952
101383,Medical,Freshman,2.47,23.63,Ideation,Beginner,2,FALSE,9.98,6,Allowed_With_Citation,7,2.902
101384,STEM,Junior,3.429,2.4,Debugging/Troubleshooting,Intermediate,3,FALSE,8.76,5,Allowed_With_Citation,5,3.583
101385,Business,Sophomore,3.245,17.97,Copywriting/Drafting,Advanced,3,FALSE,13.18,6,Actively_Encouraged,5,3.501
101386,Humanities,Junior,3.125,2.63,Copywriting/Drafting,Intermediate,4,FALSE,16.88,5,Strict_Ban,4,3.521
101387,Arts,Graduate,2.257,1.37,Debugging/Troubleshooting,Beginner,1,FALSE,5.62,3,Actively_Encouraged,2,2.469
101388,STEM,Graduate,2.937,6.94,Ideation,Intermediate,4,FALSE,13.83,3,Allowed_With_Citation,7,3.325
101389,Medical,Senior,3.603,19.56,Summarizing_Reading,Beginner,2,FALSE,16.5,3,Actively_Encouraged,1,4
101390,Humanities,Senior,3.296,0.23,Direct_Answer_Generation,Beginner,1,FALSE,17.98,1,Actively_Encouraged,5,3.673
101391,STEM,Junior,3.575,15.45,Summarizing_Reading,Intermediate,4,TRUE,10.88,5,Allowed_With_Citation,4,3.892
101392,STEM,Freshman,2.635,0.13,Copywriting/Drafting,Beginner,2,TRUE,12.13,2,Actively_Encouraged,2,2.631
101393,STEM,Senior,3.885,22.38,Debugging/Troubleshooting,Intermediate,3,TRUE,6.05,4,Actively_Encouraged,4,4
101394,Business,Freshman,3.837,29.55,Ideation,Intermediate,2,TRUE,14.55,6,Strict_Ban,9,3.872
101395,Humanities,Sophomore,3.759,3.26,Debugging/Troubleshooting,Intermediate,2,TRUE,15.6,2,Allowed_With_Citation,1,4
101396,Arts,Senior,2.94,1.05,Copywriting/Drafting,Intermediate,5,FALSE,10.92,4,Allowed_With_Citation,2,3.319
101397,Humanities,Senior,2.855,22.22,Debugging/Troubleshooting,Intermediate,3,FALSE,18.66,5,Strict_Ban,9,3.346
101398,STEM,Sophomore,3.85,0.56,Copywriting/Drafting,Beginner,2,TRUE,15.77,2,Allowed_With_Citation,3,4
101399,Business,Senior,2.194,2.71,Debugging/Troubleshooting,Advanced,3,TRUE,18.21,1,Strict_Ban,3,2.722
101400,Business,Graduate,2.881,5.22,Ideation,Intermediate,1,FALSE,19.83,3,Strict_Ban,6,3.627
101401,STEM,Junior,2.661,11.72,Ideation,Advanced,4,TRUE,7.45,1,Strict_Ban,7,2.729
101402,STEM,Senior,3.261,5.19,Ideation,Advanced,3,FALSE,4.05,4,Actively_Encouraged,3,3.481
101403,STEM,Sophomore,3.459,7.08,Debugging/Troubleshooting,Intermediate,4,FALSE,13.31,2,Strict_Ban,1,3.563
101404,Business,Graduate,3.426,0.67,Summarizing_Reading,Beginner,3,FALSE,14.39,2,Strict_Ban,4,3.599
101405,Business,Sophomore,2.852,14.35,Debugging/Troubleshooting,Intermediate,3,FALSE,14.8,3,Allowed_With_Citation,5,3.075
101406,Humanities,Graduate,3.161,5.97,Copywriting/Drafting,Intermediate,5,FALSE,6.43,2,Allowed_With_Citation,3,3.522
101407,Arts,Graduate,3.567,1.04,Copywriting/Drafting,Beginner,3,FALSE,12.65,1,Actively_Encouraged,4,3.608
101408,Arts,Senior,3.547,18.53,Copywriting/Drafting,Intermediate,2,TRUE,12.32,6,Actively_Encouraged,6,4
101409,Business,Senior,3.054,16.85,Ideation,Beginner,1,FALSE,18.12,4,Allowed_With_Citation,3,3.462
101410,Arts,Junior,2.613,12.78,Copywriting/Drafting,Advanced,3,TRUE,7.8,4,Allowed_With_Citation,4,2.74
101411,STEM,Graduate,3.403,1.66,Copywriting/Drafting,Intermediate,5,TRUE,15.35,3,Actively_Encouraged,3,3.802
101412,STEM,Senior,2.452,6.14,Debugging/Troubleshooting,Advanced,5,FALSE,13.01,2,Allowed_With_Citation,4,3.136
101413,STEM,Sophomore,3.842,0.49,Debugging/Troubleshooting,Intermediate,1,FALSE,17.35,3,Allowed_With_Citation,7,3.891
101414,STEM,Freshman,3.8,28.75,Debugging/Troubleshooting,Advanced,3,FALSE,16.71,6,Strict_Ban,8,3.917
101415,Business,Junior,2.66,2.57,Copywriting/Drafting,Advanced,4,FALSE,12.98,1,Actively_Encouraged,2,2.572
101416,Medical,Senior,2.415,9.49,Debugging/Troubleshooting,Advanced,4,FALSE,11.62,2,Allowed_With_Citation,1,2.74
101417,STEM,Graduate,3.036,1.91,Debugging/Troubleshooting,Beginner,1,FALSE,6.51,3,Strict_Ban,6,3.247
101418,STEM,Senior,3.556,5.6,Ideation,Advanced,4,FALSE,18.29,2,Allowed_With_Citation,3,3.626
101419,Humanities,Freshman,3.561,1.93,Copywriting/Drafting,Intermediate,4,TRUE,11.31,4,Actively_Encouraged,3,3.576
101420,Medical,Junior,1.728,0.12,Summarizing_Reading,Intermediate,2,TRUE,10.36,1,Actively_Encouraged,4,1.718
101421,Humanities,Junior,3.514,6.1,Summarizing_Reading,Advanced,4,FALSE,22.51,2,Allowed_With_Citation,3,3.856
101422,Business,Senior,3.081,5.3,Copywriting/Drafting,Intermediate,2,TRUE,12.45,3,Allowed_With_Citation,4,3.4
101423,STEM,Sophomore,3.547,6.03,Debugging/Troubleshooting,Advanced,4,TRUE,10.49,4,Allowed_With_Citation,4,4
101424,STEM,Senior,2.326,3.88,Debugging/Troubleshooting,Intermediate,1,TRUE,20.3,4,Allowed_With_Citation,3,2.648
101425,Medical,Junior,3.809,5.97,Summarizing_Reading,Intermediate,5,FALSE,8.23,5,Actively_Encouraged,1,4
101426,Medical,Junior,3.726,4.64,Direct_Answer_Generation,Intermediate,3,FALSE,13.58,5,Actively_Encouraged,7,4
101427,STEM,Senior,3.792,8.41,Direct_Answer_Generation,Beginner,1,TRUE,16.24,2,Actively_Encouraged,3,4
101428,Medical,Junior,2.922,10.06,Summarizing_Reading,Beginner,1,TRUE,2.08,6,Actively_Encouraged,5,3.252
101429,Business,Freshman,1.848,0.43,Ideation,Beginner,1,TRUE,9.45,2,Strict_Ban,5,1.96
101430,Arts,Graduate,3.415,1.21,Debugging/Troubleshooting,Advanced,3,TRUE,14.25,1,Actively_Encouraged,3,3.756
101431,Humanities,Sophomore,3.577,1.03,Copywriting/Drafting,Advanced,5,TRUE,15.06,1,Actively_Encouraged,2,3.827
101432,Business,Senior,3.243,6.64,Direct_Answer_Generation,Beginner,3,TRUE,9.33,6,Strict_Ban,8,3.211
101433,Humanities,Freshman,3.295,3.37,Copywriting/Drafting,Beginner,2,TRUE,7.47,2,Allowed_With_Citation,9,3.351
101434,Business,Senior,3.542,0.58,Copywriting/Drafting,Beginner,2,FALSE,11.87,4,Allowed_With_Citation,4,3.541
101435,STEM,Graduate,2.857,1.71,Copywriting/Drafting,Advanced,4,FALSE,8.05,1,Allowed_With_Citation,5,3.214
101436,STEM,Freshman,3.723,7.45,Direct_Answer_Generation,Advanced,3,TRUE,14.2,2,Actively_Encouraged,3,3.767
101437,Humanities,Graduate,3.576,8.07,Copywriting/Drafting,Intermediate,3,FALSE,15.06,3,Allowed_With_Citation,4,3.918
101438,Business,Freshman,3.363,7.87,Ideation,Beginner,2,FALSE,3.59,3,Allowed_With_Citation,3,3.195
101439,STEM,Freshman,2.888,2.86,Direct_Answer_Generation,Advanced,4,TRUE,7.19,1,Allowed_With_Citation,2,3.011
101440,Business,Graduate,2.504,9.53,Direct_Answer_Generation,Intermediate,4,FALSE,6.96,5,Actively_Encouraged,1,2.865
101441,Medical,Senior,3.613,8.28,Direct_Answer_Generation,Beginner,3,TRUE,7.58,6,Strict_Ban,6,3.954
101442,STEM,Freshman,3.447,8.76,Direct_Answer_Generation,Beginner,3,FALSE,18.75,5,Allowed_With_Citation,6,3.909
101443,Business,Graduate,3.635,16.02,Ideation,Beginner,2,TRUE,18.65,4,Allowed_With_Citation,4,3.876
101444,Humanities,Senior,3.761,2.5,Debugging/Troubleshooting,Beginner,2,FALSE,12.65,1,Strict_Ban,1,3.847
101445,Arts,Freshman,2.795,7.06,Direct_Answer_Generation,Advanced,5,FALSE,16,6,Actively_Encouraged,3,3.132
101446,STEM,Graduate,2.287,11.47,Copywriting/Drafting,Intermediate,5,FALSE,16.68,3,Allowed_With_Citation,2,2.474
101447,Business,Junior,3.229,3.95,Copywriting/Drafting,Beginner,3,FALSE,11.04,2,Allowed_With_Citation,2,3.473
101448,Arts,Sophomore,2.679,4.57,Debugging/Troubleshooting,Intermediate,2,FALSE,11.19,4,Actively_Encouraged,2,2.813
101449,Medical,Senior,3.52,4.74,Summarizing_Reading,Beginner,2,TRUE,14.79,3,Strict_Ban,4,3.994
101450,Business,Senior,2.742,0.43,Ideation,Intermediate,4,FALSE,25.41,3,Actively_Encouraged,2,3.204
101451,Humanities,Junior,3.724,2.75,Copywriting/Drafting,Intermediate,1,FALSE,10.74,3,Allowed_With_Citation,1,3.695
101452,Business,Graduate,3.158,2.73,Direct_Answer_Generation,Beginner,2,FALSE,11.72,2,Allowed_With_Citation,1,3.3
101453,Arts,Graduate,3.378,5.5,Copywriting/Drafting,Advanced,3,FALSE,19.55,5,Allowed_With_Citation,1,3.616
101454,Business,Sophomore,3.812,22.06,Summarizing_Reading,Intermediate,4,TRUE,6.51,7,Actively_Encouraged,4,3.886
101455,STEM,Graduate,2.891,27.34,Direct_Answer_Generation,Advanced,3,TRUE,15.69,6,Strict_Ban,9,2.686
101456,Medical,Sophomore,2.39,1.37,Copywriting/Drafting,Beginner,1,FALSE,13.1,4,Allowed_With_Citation,7,2.528
101457,Business,Junior,2.289,11.24,Ideation,Advanced,3,FALSE,8.47,2,Actively_Encouraged,2,2.323
101458,Business,Graduate,2.854,4.66,Summarizing_Reading,Beginner,1,TRUE,11.17,1,Allowed_With_Citation,5,3.099
101459,STEM,Senior,3.17,1.46,Debugging/Troubleshooting,Advanced,4,TRUE,14.13,3,Actively_Encouraged,4,3.356
101460,Business,Sophomore,2.963,17.85,Ideation,Intermediate,3,TRUE,22.44,3,Actively_Encouraged,8,3.549
101461,Humanities,Senior,3.269,23.48,Copywriting/Drafting,Beginner,1,TRUE,14.11,4,Actively_Encouraged,6,3.434
101462,Business,Junior,3.91,1.02,Debugging/Troubleshooting,Beginner,2,TRUE,27.52,3,Allowed_With_Citation,7,4
101463,STEM,Freshman,3.667,1.9,Debugging/Troubleshooting,Intermediate,2,FALSE,9.2,2,Allowed_With_Citation,3,3.781
101464,Business,Graduate,3.506,0.33,Summarizing_Reading,Beginner,2,FALSE,6.76,2,Allowed_With_Citation,3,3.523
101465,Medical,Senior,2.69,6.28,Summarizing_Reading,Intermediate,3,TRUE,10.5,2,Actively_Encouraged,5,2.856
101466,STEM,Senior,3.042,1.59,Direct_Answer_Generation,Beginner,1,FALSE,12.67,1,Allowed_With_Citation,7,3.044
101467,Medical,Junior,3.2,11.66,Debugging/Troubleshooting,Intermediate,1,TRUE,9.52,6,Actively_Encouraged,5,3.259
101468,Humanities,Sophomore,3.017,1.72,Copywriting/Drafting,Advanced,3,FALSE,13.74,4,Allowed_With_Citation,2,3.036
101469,Medical,Graduate,3.279,4.98,Copywriting/Drafting,Intermediate,5,FALSE,9.58,4,Strict_Ban,8,3.375
101470,Arts,Sophomore,2.432,7.02,Summarizing_Reading,Advanced,3,FALSE,20.5,5,Allowed_With_Citation,4,2.554
101471,Business,Freshman,3.169,2.09,Debugging/Troubleshooting,Beginner,2,FALSE,9.53,2,Actively_Encouraged,4,3.245
101472,Business,Graduate,3.545,9.3,Ideation,Advanced,3,FALSE,6.74,6,Strict_Ban,5,3.558
101473,Medical,Graduate,3.255,6.33,Summarizing_Reading,Intermediate,4,TRUE,16.25,2,Allowed_With_Citation,1,3.539
101474,Humanities,Junior,3.006,4.86,Summarizing_Reading,Beginner,2,FALSE,11.35,4,Actively_Encouraged,9,3.117
101475,Humanities,Freshman,3.29,22.73,Copywriting/Drafting,Intermediate,2,TRUE,11.76,6,Actively_Encouraged,5,3.498
101476,Business,Sophomore,2.923,1.87,Ideation,Beginner,1,FALSE,7.94,1,Actively_Encouraged,5,3.311
101477,Arts,Junior,2.308,6.71,Summarizing_Reading,Beginner,1,TRUE,10.82,6,Actively_Encouraged,6,2.734
101478,Arts,Junior,3.378,6.34,Direct_Answer_Generation,Beginner,2,FALSE,4.01,4,Actively_Encouraged,7,3.364
101479,Arts,Senior,3.762,11.3,Copywriting/Drafting,Beginner,2,TRUE,8.91,4,Actively_Encouraged,7,4
101480,Humanities,Senior,3.14,7.68,Debugging/Troubleshooting,Intermediate,1,FALSE,8.93,2,Allowed_With_Citation,4,3.097
101481,Arts,Junior,3.398,2.24,Ideation,Beginner,1,FALSE,3.95,4,Actively_Encouraged,4,3.424
101482,STEM,Senior,3.211,23.38,Debugging/Troubleshooting,Intermediate,5,TRUE,9,5,Allowed_With_Citation,5,3.559
101483,Business,Senior,3.155,11.2,Ideation,Advanced,4,TRUE,13.88,2,Strict_Ban,7,3.657
101484,STEM,Senior,2.901,12.06,Direct_Answer_Generation,Intermediate,2,TRUE,10.47,6,Allowed_With_Citation,3,3.063
101485,Humanities,Graduate,3.821,4.97,Copywriting/Drafting,Advanced,3,FALSE,14.79,4,Allowed_With_Citation,3,4
101486,Humanities,Graduate,3.56,0.17,Direct_Answer_Generation,Advanced,5,FALSE,16.91,1,Allowed_With_Citation,3,3.965
101487,Humanities,Freshman,3.544,5.32,Direct_Answer_Generation,Intermediate,2,TRUE,8.67,5,Actively_Encouraged,8,3.581
101488,Business,Graduate,3.221,1.21,Summarizing_Reading,Intermediate,4,FALSE,7.83,3,Strict_Ban,5,3.221
101489,Humanities,Freshman,3.456,1.95,Summarizing_Reading,Intermediate,5,TRUE,13.58,2,Actively_Encouraged,5,3.129
101490,Humanities,Graduate,3.358,20.4,Copywriting/Drafting,Advanced,4,TRUE,11.14,7,Actively_Encouraged,7,3.504
101491,STEM,Senior,3.305,12.49,Copywriting/Drafting,Advanced,4,TRUE,11.96,5,Actively_Encouraged,3,3.91
101492,Humanities,Junior,1.915,6.59,Copywriting/Drafting,Intermediate,3,FALSE,12.82,3,Actively_Encouraged,2,2.076
101493,STEM,Sophomore,2.723,5.79,Copywriting/Drafting,Intermediate,2,FALSE,14.33,3,Allowed_With_Citation,5,2.762
101494,STEM,Freshman,3.698,7.91,Direct_Answer_Generation,Advanced,4,FALSE,15.11,3,Strict_Ban,6,3.979
101495,Business,Freshman,3.681,0.23,Ideation,Beginner,1,FALSE,15.6,1,Strict_Ban,7,3.706
101496,Business,Graduate,3.075,7.82,Ideation,Intermediate,3,TRUE,17.73,2,Allowed_With_Citation,7,3.588
101497,Business,Junior,3.422,4.32,Ideation,Intermediate,3,TRUE,1.79,1,Actively_Encouraged,1,3.386
101498,Humanities,Junior,2.987,14.08,Summarizing_Reading,Beginner,3,TRUE,10.45,3,Strict_Ban,3,3.56
101499,Humanities,Graduate,3.082,5.04,Copywriting/Drafting,Intermediate,2,FALSE,11.29,4,Actively_Encouraged,3,3.18
101500,Arts,Sophomore,2.933,20.23,Summarizing_Reading,Advanced,3,FALSE,9.12,7,Allowed_With_Citation,5,3.023
101501,Business,Senior,2.495,2.69,Ideation,Beginner,2,FALSE,10.26,4,Actively_Encouraged,3,2.733
101502,Humanities,Junior,3.799,4.46,Debugging/Troubleshooting,Advanced,5,TRUE,7.34,4,Actively_Encouraged,1,4
101503,STEM,Freshman,1.962,18.76,Copywriting/Drafting,Intermediate,1,TRUE,7.77,4,Actively_Encouraged,5,2.011
101504,Humanities,Graduate,3.178,7.46,Copywriting/Drafting,Intermediate,1,FALSE,12.02,5,Allowed_With_Citation,5,3.378
101505,Humanities,Senior,3.908,5.15,Direct_Answer_Generation,Beginner,2,FALSE,17.03,4,Actively_Encouraged,6,4
101506,Humanities,Freshman,2.97,9.93,Debugging/Troubleshooting,Intermediate,1,TRUE,4.6,2,Allowed_With_Citation,4,3.189
101507,Business,Junior,3.081,5.26,Ideation,Advanced,3,FALSE,15.06,2,Actively_Encouraged,3,3.5
101508,Business,Graduate,2.595,6.14,Ideation,Advanced,3,FALSE,8.75,2,Allowed_With_Citation,3,2.72
101509,Business,Freshman,3.101,3.45,Summarizing_Reading,Advanced,4,FALSE,14.25,4,Strict_Ban,4,3.496
101510,Arts,Sophomore,3.46,16.61,Direct_Answer_Generation,Beginner,2,FALSE,18.16,2,Allowed_With_Citation,3,3.673
101511,Arts,Senior,3.583,2.72,Debugging/Troubleshooting,Advanced,5,FALSE,18.06,3,Actively_Encouraged,3,4
101512,Business,Graduate,3.192,11.53,Ideation,Beginner,1,FALSE,12.02,6,Allowed_With_Citation,7,3.531
101513,Medical,Senior,3.328,7.28,Copywriting/Drafting,Advanced,4,FALSE,7.98,2,Strict_Ban,3,3.518
101514,STEM,Sophomore,2.535,12.33,Debugging/Troubleshooting,Advanced,5,TRUE,16.36,4,Actively_Encouraged,1,2.988
101515,STEM,Junior,3.755,15.56,Copywriting/Drafting,Advanced,3,TRUE,9,4,Actively_Encouraged,5,3.738
101516,STEM,Senior,2.615,2.82,Debugging/Troubleshooting,Intermediate,1,FALSE,18.28,3,Actively_Encouraged,1,2.897
101517,Business,Freshman,2.653,9.5,Summarizing_Reading,Intermediate,2,FALSE,13.49,4,Actively_Encouraged,5,2.698
101518,Medical,Junior,3.171,7.86,Copywriting/Drafting,Advanced,3,FALSE,12.44,5,Allowed_With_Citation,5,3.629
101519,STEM,Senior,3.652,3.33,Debugging/Troubleshooting,Advanced,3,FALSE,14.68,4,Allowed_With_Citation,4,4
101520,Medical,Senior,2.275,4.9,Summarizing_Reading,Intermediate,1,TRUE,13.08,4,Strict_Ban,6,2.781
101521,STEM,Freshman,3.036,2.86,Direct_Answer_Generation,Beginner,2,TRUE,15.36,1,Actively_Encouraged,4,3.057
